2|choose_object|0|["choice"]|-|["Full Game Seat 1"]
74|priority|1|["pass_priority"]|-|["Pass priority"]
76|priority|0|["pass_priority"]|-|["Pass priority"]
78|priority|1|["pass_priority"]|-|["Pass priority"]
80|priority|0|["pass_priority"]|-|["Pass priority"]
82|priority|1|["pass_priority"]|-|["Pass priority"]
84|priority|0|["pass_priority"]|-|["Pass priority"]
86|priority|1|["pass_priority"]|-|["Pass priority"]
88|priority|0|["pass_priority"]|-|["Pass priority"]
90|priority|1|["pass_priority"]|-|["Pass priority"]
92|priority|0|["pass_priority"]|-|["Pass priority"]
94|priority|1|["pass_priority"]|-|["Pass priority"]
96|priority|0|["pass_priority"]|-|["Pass priority"]
98|priority|1|["pass_priority"]|-|["Pass priority"]
100|priority|0|["pass_priority"]|-|["Pass priority"]
102|priority|0|["pass_priority"]|-|["Pass priority"]
104|priority|1|["pass_priority"]|-|["Pass priority"]
106|priority|0|["pass_priority"]|-|["Pass priority"]
108|priority|1|["pass_priority"]|-|["Pass priority"]
110|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
112|priority|0|["pass_priority"]|-|["Pass priority"]
114|priority|1|["pass_priority"]|-|["Pass priority"]
116|priority|0|["pass_priority"]|-|["Pass priority"]
118|priority|1|["pass_priority"]|-|["Pass priority"]
120|declare_attacker|0|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 2"]
122|priority|0|["pass_priority"]|-|["Pass priority"]
124|priority|1|["pass_priority"]|-|["Pass priority"]
126|declare_blocker|1|["declare_blocker"]|-|["Isamaru, Hound of Konda blocks Isamaru, Hound of Konda"]
128|priority|0|["pass_priority"]|-|["Pass priority"]
130|priority|1|["pass_priority"]|-|["Pass priority"]
132|choose_use|0|["boolean"]|-|["Leave in current zone (GRAVEYARD)"]
134|choose_use|1|["boolean"]|-|["Leave in current zone (GRAVEYARD)"]
136|priority|0|["pass_priority"]|-|["Pass priority"]
138|priority|1|["pass_priority"]|-|["Pass priority"]
140|priority|0|["pass_priority"]|-|["Pass priority"]
142|priority|1|["pass_priority"]|-|["Pass priority"]
144|priority|0|["pass_priority"]|-|["Pass priority"]
146|priority|1|["pass_priority"]|-|["Pass priority"]
148|priority|0|["pass_priority"]|-|["Pass priority"]
150|priority|1|["pass_priority"]|-|["Pass priority"]
152|priority|1|["pass_priority"]|-|["Pass priority"]
154|priority|0|["pass_priority"]|-|["Pass priority"]
156|priority|1|["pass_priority"]|-|["Pass priority"]
158|priority|0|["pass_priority"]|-|["Pass priority"]
160|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
162|priority|1|["activated_ability"]|-|["Silver Knight — Cast Silver Knight"]
164|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
166|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
168|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
170|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
172|priority|1|["pass_priority"]|-|["Pass priority"]
174|priority|0|["pass_priority"]|-|["Pass priority"]
176|priority|1|["pass_priority"]|-|["Pass priority"]
178|priority|0|["pass_priority"]|-|["Pass priority"]
180|priority|1|["pass_priority"]|-|["Pass priority"]
182|priority|0|["pass_priority"]|-|["Pass priority"]
184|priority|1|["pass_priority"]|-|["Pass priority"]
186|priority|0|["pass_priority"]|-|["Pass priority"]
188|priority|1|["pass_priority"]|-|["Pass priority"]
190|priority|0|["pass_priority"]|-|["Pass priority"]
192|priority|1|["pass_priority"]|-|["Pass priority"]
194|priority|0|["pass_priority"]|-|["Pass priority"]
196|priority|1|["pass_priority"]|-|["Pass priority"]
198|priority|0|["pass_priority"]|-|["Pass priority"]
200|priority|0|["pass_priority"]|-|["Pass priority"]
202|priority|1|["pass_priority"]|-|["Pass priority"]
204|priority|0|["pass_priority"]|-|["Pass priority"]
206|priority|1|["pass_priority"]|-|["Pass priority"]
208|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
210|priority|0|["activated_ability"]|-|["Fiendslayer Paladin — Cast Fiendslayer Paladin"]
212|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
214|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
216|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
218|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
220|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
222|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
224|priority|0|["pass_priority"]|-|["Pass priority"]
226|priority|1|["pass_priority"]|-|["Pass priority"]
228|priority|0|["pass_priority"]|-|["Pass priority"]
230|priority|1|["pass_priority"]|-|["Pass priority"]
232|priority|0|["pass_priority"]|-|["Pass priority"]
234|priority|1|["pass_priority"]|-|["Pass priority"]
236|priority|0|["pass_priority"]|-|["Pass priority"]
238|priority|1|["pass_priority"]|-|["Pass priority"]
240|priority|0|["pass_priority"]|-|["Pass priority"]
242|priority|1|["pass_priority"]|-|["Pass priority"]
244|priority|0|["pass_priority"]|-|["Pass priority"]
246|priority|1|["pass_priority"]|-|["Pass priority"]
248|priority|0|["pass_priority"]|-|["Pass priority"]
250|priority|1|["pass_priority"]|-|["Pass priority"]
252|priority|1|["pass_priority"]|-|["Pass priority"]
254|priority|0|["pass_priority"]|-|["Pass priority"]
256|priority|1|["pass_priority"]|-|["Pass priority"]
258|priority|0|["pass_priority"]|-|["Pass priority"]
260|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
262|priority|1|["pass_priority"]|-|["Pass priority"]
264|priority|0|["pass_priority"]|-|["Pass priority"]
266|priority|1|["pass_priority"]|-|["Pass priority"]
268|priority|0|["pass_priority"]|-|["Pass priority"]
270|declare_attacker|1|["declare_attacker"]|-|["Silver Knight attacks Full Game Seat 1"]
272|priority|1|["pass_priority"]|-|["Pass priority"]
274|priority|0|["pass_priority"]|-|["Pass priority"]
276|declare_blocker|0|["declare_blocker"]|-|["Fiendslayer Paladin blocks Silver Knight"]
278|priority|1|["pass_priority"]|-|["Pass priority"]
280|priority|0|["pass_priority"]|-|["Pass priority"]
282|priority|1|["pass_priority"]|-|["Pass priority"]
284|priority|0|["pass_priority"]|-|["Pass priority"]
286|priority|1|["pass_priority"]|-|["Pass priority"]
288|priority|0|["pass_priority"]|-|["Pass priority"]
290|priority|1|["pass_priority"]|-|["Pass priority"]
292|priority|0|["pass_priority"]|-|["Pass priority"]
294|priority|1|["pass_priority"]|-|["Pass priority"]
296|priority|0|["pass_priority"]|-|["Pass priority"]
298|priority|0|["pass_priority"]|-|["Pass priority"]
300|priority|1|["pass_priority"]|-|["Pass priority"]
302|priority|0|["pass_priority"]|-|["Pass priority"]
304|priority|1|["pass_priority"]|-|["Pass priority"]
306|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
308|priority|0|["pass_priority"]|-|["Pass priority"]
310|priority|1|["pass_priority"]|-|["Pass priority"]
312|priority|0|["pass_priority"]|-|["Pass priority"]
314|priority|1|["pass_priority"]|-|["Pass priority"]
316|priority|0|["pass_priority"]|-|["Pass priority"]
318|priority|1|["pass_priority"]|-|["Pass priority"]
320|priority|0|["pass_priority"]|-|["Pass priority"]
322|priority|1|["pass_priority"]|-|["Pass priority"]
324|priority|0|["pass_priority"]|-|["Pass priority"]
326|priority|1|["pass_priority"]|-|["Pass priority"]
328|priority|0|["pass_priority"]|-|["Pass priority"]
330|priority|1|["pass_priority"]|-|["Pass priority"]
332|priority|1|["pass_priority"]|-|["Pass priority"]
334|priority|0|["pass_priority"]|-|["Pass priority"]
336|priority|1|["pass_priority"]|-|["Pass priority"]
338|priority|0|["pass_priority"]|-|["Pass priority"]
340|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
342|priority|1|["pass_priority"]|-|["Pass priority"]
344|priority|0|["pass_priority"]|-|["Pass priority"]
346|priority|1|["pass_priority"]|-|["Pass priority"]
348|priority|0|["pass_priority"]|-|["Pass priority"]
350|priority|1|["pass_priority"]|-|["Pass priority"]
352|priority|0|["pass_priority"]|-|["Pass priority"]
354|priority|1|["pass_priority"]|-|["Pass priority"]
356|priority|0|["pass_priority"]|-|["Pass priority"]
358|priority|1|["pass_priority"]|-|["Pass priority"]
360|priority|0|["pass_priority"]|-|["Pass priority"]
362|priority|1|["pass_priority"]|-|["Pass priority"]
364|priority|0|["pass_priority"]|-|["Pass priority"]
366|priority|0|["pass_priority"]|-|["Pass priority"]
368|priority|1|["pass_priority"]|-|["Pass priority"]
370|priority|0|["pass_priority"]|-|["Pass priority"]
372|priority|1|["pass_priority"]|-|["Pass priority"]
374|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
376|priority|0|["pass_priority"]|-|["Pass priority"]
378|priority|1|["pass_priority"]|-|["Pass priority"]
380|priority|0|["pass_priority"]|-|["Pass priority"]
382|priority|1|["pass_priority"]|-|["Pass priority"]
384|priority|0|["pass_priority"]|-|["Pass priority"]
386|priority|1|["pass_priority"]|-|["Pass priority"]
388|priority|0|["pass_priority"]|-|["Pass priority"]
390|priority|1|["pass_priority"]|-|["Pass priority"]
392|priority|0|["pass_priority"]|-|["Pass priority"]
394|priority|1|["pass_priority"]|-|["Pass priority"]
396|priority|0|["pass_priority"]|-|["Pass priority"]
398|priority|1|["pass_priority"]|-|["Pass priority"]
400|priority|1|["pass_priority"]|-|["Pass priority"]
