2|choose_object|0|["choice"]|-|["Full Game Seat 1"]
74|priority|1|["pass_priority"]|-|["Pass priority"]
76|priority|0|["pass_priority"]|-|["Pass priority"]
78|priority|1|["pass_priority"]|-|["Pass priority"]
80|priority|0|["pass_priority"]|-|["Pass priority"]
82|priority|1|["pass_priority"]|-|["Pass priority"]
84|priority|0|["pass_priority"]|-|["Pass priority"]
86|priority|1|["pass_priority"]|-|["Pass priority"]
88|priority|0|["pass_priority"]|-|["Pass priority"]
90|priority|1|["pass_priority"]|-|["Pass priority"]
92|priority|0|["pass_priority"]|-|["Pass priority"]
94|priority|1|["pass_priority"]|-|["Pass priority"]
96|priority|0|["pass_priority"]|-|["Pass priority"]
98|priority|1|["pass_priority"]|-|["Pass priority"]
100|priority|0|["pass_priority"]|-|["Pass priority"]
102|priority|0|["pass_priority"]|-|["Pass priority"]
104|priority|1|["pass_priority"]|-|["Pass priority"]
106|priority|0|["pass_priority"]|-|["Pass priority"]
108|priority|1|["pass_priority"]|-|["Pass priority"]
110|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
112|priority|0|["pass_priority"]|-|["Pass priority"]
114|priority|1|["pass_priority"]|-|["Pass priority"]
116|priority|0|["pass_priority"]|-|["Pass priority"]
118|priority|1|["pass_priority"]|-|["Pass priority"]
120|declare_attacker|0|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 2"]
122|priority|0|["pass_priority"]|-|["Pass priority"]
124|priority|1|["pass_priority"]|-|["Pass priority"]
126|declare_blocker|1|["declare_blocker"]|-|["Isamaru, Hound of Konda blocks Isamaru, Hound of Konda"]
128|priority|0|["pass_priority"]|-|["Pass priority"]
130|priority|1|["pass_priority"]|-|["Pass priority"]
132|choose_use|0|["boolean"]|-|["Leave in current zone (GRAVEYARD)"]
134|choose_use|1|["boolean"]|-|["Move to command"]
136|priority|0|["pass_priority"]|-|["Pass priority"]
138|priority|1|["pass_priority"]|-|["Pass priority"]
140|priority|0|["pass_priority"]|-|["Pass priority"]
142|priority|1|["pass_priority"]|-|["Pass priority"]
144|priority|0|["pass_priority"]|-|["Pass priority"]
146|priority|1|["pass_priority"]|-|["Pass priority"]
148|priority|0|["pass_priority"]|-|["Pass priority"]
150|priority|1|["pass_priority"]|-|["Pass priority"]
152|priority|1|["pass_priority"]|-|["Pass priority"]
154|priority|0|["pass_priority"]|-|["Pass priority"]
156|priority|1|["pass_priority"]|-|["Pass priority"]
158|priority|0|["pass_priority"]|-|["Pass priority"]
160|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
162|priority|1|["activated_ability"]|-|["Silver Knight — Cast Silver Knight"]
164|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
166|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
168|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
170|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
172|priority|1|["pass_priority"]|-|["Pass priority"]
174|priority|0|["pass_priority"]|-|["Pass priority"]
176|priority|1|["pass_priority"]|-|["Pass priority"]
178|priority|0|["pass_priority"]|-|["Pass priority"]
180|priority|1|["pass_priority"]|-|["Pass priority"]
182|priority|0|["pass_priority"]|-|["Pass priority"]
184|priority|1|["pass_priority"]|-|["Pass priority"]
186|priority|0|["pass_priority"]|-|["Pass priority"]
188|priority|1|["pass_priority"]|-|["Pass priority"]
190|priority|0|["pass_priority"]|-|["Pass priority"]
192|priority|1|["pass_priority"]|-|["Pass priority"]
194|priority|0|["pass_priority"]|-|["Pass priority"]
196|priority|1|["pass_priority"]|-|["Pass priority"]
198|priority|0|["pass_priority"]|-|["Pass priority"]
200|priority|0|["pass_priority"]|-|["Pass priority"]
202|priority|1|["pass_priority"]|-|["Pass priority"]
204|priority|0|["pass_priority"]|-|["Pass priority"]
206|priority|1|["pass_priority"]|-|["Pass priority"]
208|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
210|priority|0|["activated_ability"]|-|["Fiendslayer Paladin — Cast Fiendslayer Paladin"]
212|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
214|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
216|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
218|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
220|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
222|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
224|priority|0|["pass_priority"]|-|["Pass priority"]
226|priority|1|["pass_priority"]|-|["Pass priority"]
228|priority|0|["pass_priority"]|-|["Pass priority"]
230|priority|1|["pass_priority"]|-|["Pass priority"]
232|priority|0|["pass_priority"]|-|["Pass priority"]
234|priority|1|["pass_priority"]|-|["Pass priority"]
236|priority|0|["pass_priority"]|-|["Pass priority"]
238|priority|1|["pass_priority"]|-|["Pass priority"]
240|priority|0|["pass_priority"]|-|["Pass priority"]
242|priority|1|["pass_priority"]|-|["Pass priority"]
244|priority|0|["pass_priority"]|-|["Pass priority"]
246|priority|1|["pass_priority"]|-|["Pass priority"]
248|priority|0|["pass_priority"]|-|["Pass priority"]
250|priority|1|["pass_priority"]|-|["Pass priority"]
252|priority|1|["pass_priority"]|-|["Pass priority"]
254|priority|0|["pass_priority"]|-|["Pass priority"]
256|priority|1|["pass_priority"]|-|["Pass priority"]
258|priority|0|["pass_priority"]|-|["Pass priority"]
260|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
262|priority|1|["activated_ability"]|-|["Isamaru, Hound of Konda — Cast Isamaru, Hound of Konda"]
264|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
266|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
268|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
270|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
272|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
274|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
276|priority|1|["pass_priority"]|-|["Pass priority"]
278|priority|0|["pass_priority"]|-|["Pass priority"]
280|priority|1|["pass_priority"]|-|["Pass priority"]
282|priority|0|["pass_priority"]|-|["Pass priority"]
284|priority|1|["pass_priority"]|-|["Pass priority"]
286|priority|0|["pass_priority"]|-|["Pass priority"]
288|declare_attacker|1|["declare_attacker"]|-|["Silver Knight attacks Full Game Seat 1"]
290|priority|1|["pass_priority"]|-|["Pass priority"]
292|priority|0|["pass_priority"]|-|["Pass priority"]
294|declare_blocker|0|["declare_blocker"]|-|["Fiendslayer Paladin blocks Silver Knight"]
296|priority|1|["pass_priority"]|-|["Pass priority"]
298|priority|0|["pass_priority"]|-|["Pass priority"]
300|priority|1|["pass_priority"]|-|["Pass priority"]
302|priority|0|["pass_priority"]|-|["Pass priority"]
304|priority|1|["pass_priority"]|-|["Pass priority"]
306|priority|0|["pass_priority"]|-|["Pass priority"]
308|priority|1|["pass_priority"]|-|["Pass priority"]
310|priority|0|["pass_priority"]|-|["Pass priority"]
312|priority|1|["pass_priority"]|-|["Pass priority"]
314|priority|0|["pass_priority"]|-|["Pass priority"]
316|priority|0|["pass_priority"]|-|["Pass priority"]
318|priority|1|["pass_priority"]|-|["Pass priority"]
320|priority|0|["pass_priority"]|-|["Pass priority"]
322|priority|1|["pass_priority"]|-|["Pass priority"]
324|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
326|priority|0|["pass_priority"]|-|["Pass priority"]
328|priority|1|["pass_priority"]|-|["Pass priority"]
330|priority|0|["pass_priority"]|-|["Pass priority"]
332|priority|1|["pass_priority"]|-|["Pass priority"]
334|priority|0|["pass_priority"]|-|["Pass priority"]
336|priority|1|["pass_priority"]|-|["Pass priority"]
338|priority|0|["pass_priority"]|-|["Pass priority"]
340|priority|1|["pass_priority"]|-|["Pass priority"]
342|priority|0|["pass_priority"]|-|["Pass priority"]
344|priority|1|["pass_priority"]|-|["Pass priority"]
346|priority|0|["pass_priority"]|-|["Pass priority"]
348|priority|1|["pass_priority"]|-|["Pass priority"]
350|priority|1|["pass_priority"]|-|["Pass priority"]
352|priority|0|["pass_priority"]|-|["Pass priority"]
354|priority|1|["pass_priority"]|-|["Pass priority"]
356|priority|0|["pass_priority"]|-|["Pass priority"]
358|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
360|priority|1|["pass_priority"]|-|["Pass priority"]
362|priority|0|["pass_priority"]|-|["Pass priority"]
364|priority|1|["pass_priority"]|-|["Pass priority"]
366|priority|0|["pass_priority"]|-|["Pass priority"]
368|declare_attacker|1|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 1"]
370|priority|1|["pass_priority"]|-|["Pass priority"]
372|priority|0|["pass_priority"]|-|["Pass priority"]
374|priority|1|["pass_priority"]|-|["Pass priority"]
376|priority|0|["pass_priority"]|-|["Pass priority"]
378|priority|1|["pass_priority"]|-|["Pass priority"]
380|priority|0|["pass_priority"]|-|["Pass priority"]
382|priority|1|["pass_priority"]|-|["Pass priority"]
384|priority|0|["pass_priority"]|-|["Pass priority"]
386|priority|1|["pass_priority"]|-|["Pass priority"]
388|priority|0|["pass_priority"]|-|["Pass priority"]
390|priority|1|["pass_priority"]|-|["Pass priority"]
392|priority|0|["pass_priority"]|-|["Pass priority"]
394|priority|0|["pass_priority"]|-|["Pass priority"]
396|priority|1|["pass_priority"]|-|["Pass priority"]
398|priority|0|["pass_priority"]|-|["Pass priority"]
400|priority|1|["pass_priority"]|-|["Pass priority"]
402|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
404|priority|0|["pass_priority"]|-|["Pass priority"]
406|priority|1|["pass_priority"]|-|["Pass priority"]
408|priority|0|["pass_priority"]|-|["Pass priority"]
410|priority|1|["pass_priority"]|-|["Pass priority"]
412|priority|0|["pass_priority"]|-|["Pass priority"]
414|priority|1|["pass_priority"]|-|["Pass priority"]
416|priority|0|["pass_priority"]|-|["Pass priority"]
418|priority|1|["pass_priority"]|-|["Pass priority"]
420|priority|0|["pass_priority"]|-|["Pass priority"]
422|priority|1|["pass_priority"]|-|["Pass priority"]
424|priority|0|["pass_priority"]|-|["Pass priority"]
426|priority|1|["pass_priority"]|-|["Pass priority"]
428|priority|1|["pass_priority"]|-|["Pass priority"]
430|priority|0|["pass_priority"]|-|["Pass priority"]
432|priority|1|["pass_priority"]|-|["Pass priority"]
434|priority|0|["pass_priority"]|-|["Pass priority"]
436|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
438|priority|1|["pass_priority"]|-|["Pass priority"]
440|priority|0|["pass_priority"]|-|["Pass priority"]
442|priority|1|["pass_priority"]|-|["Pass priority"]
444|priority|0|["pass_priority"]|-|["Pass priority"]
446|declare_attacker|1|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 1"]
448|priority|1|["pass_priority"]|-|["Pass priority"]
450|priority|0|["pass_priority"]|-|["Pass priority"]
452|priority|1|["pass_priority"]|-|["Pass priority"]
454|priority|0|["pass_priority"]|-|["Pass priority"]
456|priority|1|["pass_priority"]|-|["Pass priority"]
458|priority|0|["pass_priority"]|-|["Pass priority"]
460|priority|1|["pass_priority"]|-|["Pass priority"]
462|priority|0|["pass_priority"]|-|["Pass priority"]
464|priority|1|["pass_priority"]|-|["Pass priority"]
466|priority|0|["pass_priority"]|-|["Pass priority"]
468|priority|1|["pass_priority"]|-|["Pass priority"]
470|priority|0|["pass_priority"]|-|["Pass priority"]
472|priority|0|["pass_priority"]|-|["Pass priority"]
474|priority|1|["pass_priority"]|-|["Pass priority"]
476|priority|0|["pass_priority"]|-|["Pass priority"]
478|priority|1|["pass_priority"]|-|["Pass priority"]
480|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
482|priority|0|["activated_ability"]|-|["Brimaz, King of Oreskos — Cast Brimaz, King of Oreskos"]
484|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
486|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
488|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
490|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
492|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
494|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
496|priority|0|["pass_priority"]|-|["Pass priority"]
498|priority|1|["pass_priority"]|-|["Pass priority"]
500|priority|0|["pass_priority"]|-|["Pass priority"]
502|priority|1|["pass_priority"]|-|["Pass priority"]
504|priority|0|["pass_priority"]|-|["Pass priority"]
506|priority|1|["pass_priority"]|-|["Pass priority"]
508|priority|0|["pass_priority"]|-|["Pass priority"]
510|priority|1|["pass_priority"]|-|["Pass priority"]
512|priority|0|["pass_priority"]|-|["Pass priority"]
514|priority|1|["pass_priority"]|-|["Pass priority"]
516|priority|0|["pass_priority"]|-|["Pass priority"]
518|priority|1|["pass_priority"]|-|["Pass priority"]
520|priority|0|["pass_priority"]|-|["Pass priority"]
522|priority|1|["pass_priority"]|-|["Pass priority"]
524|priority|1|["pass_priority"]|-|["Pass priority"]
526|priority|0|["pass_priority"]|-|["Pass priority"]
528|priority|1|["pass_priority"]|-|["Pass priority"]
530|priority|0|["pass_priority"]|-|["Pass priority"]
532|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
534|priority|1|["pass_priority"]|-|["Pass priority"]
536|priority|0|["pass_priority"]|-|["Pass priority"]
538|priority|1|["pass_priority"]|-|["Pass priority"]
540|priority|0|["pass_priority"]|-|["Pass priority"]
542|declare_attacker|1|["declare_attacker"]|-|["Isamaru, Hound of Konda attacks Full Game Seat 1"]
544|priority|1|["pass_priority"]|-|["Pass priority"]
546|priority|0|["pass_priority"]|-|["Pass priority"]
548|declare_blocker|0|["declare_blocker"]|-|["Brimaz, King of Oreskos blocks Isamaru, Hound of Konda"]
550|priority|1|["pass_priority"]|-|["Pass priority"]
552|priority|0|["pass_priority"]|-|["Pass priority"]
554|priority|1|["pass_priority"]|-|["Pass priority"]
556|priority|0|["pass_priority"]|-|["Pass priority"]
558|multi_amount|1|[]|0|[]
560|multi_amount|1|[]|2|[]
562|choose_use|1|["boolean"]|-|["Leave in current zone (GRAVEYARD)"]
564|priority|1|["pass_priority"]|-|["Pass priority"]
566|priority|0|["pass_priority"]|-|["Pass priority"]
568|priority|1|["pass_priority"]|-|["Pass priority"]
570|priority|0|["pass_priority"]|-|["Pass priority"]
572|priority|1|["pass_priority"]|-|["Pass priority"]
574|priority|0|["pass_priority"]|-|["Pass priority"]
576|priority|1|["pass_priority"]|-|["Pass priority"]
578|priority|0|["pass_priority"]|-|["Pass priority"]
580|priority|0|["pass_priority"]|-|["Pass priority"]
582|priority|1|["pass_priority"]|-|["Pass priority"]
584|priority|0|["pass_priority"]|-|["Pass priority"]
586|priority|1|["pass_priority"]|-|["Pass priority"]
588|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
590|priority|0|["activated_ability"]|-|["Captain of the Watch — Cast Captain of the Watch"]
592|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
594|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
596|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
598|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
600|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
602|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
604|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
606|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
608|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
610|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
612|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
614|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
616|priority|0|["pass_priority"]|-|["Pass priority"]
618|priority|1|["pass_priority"]|-|["Pass priority"]
620|priority|0|["pass_priority"]|-|["Pass priority"]
622|priority|1|["pass_priority"]|-|["Pass priority"]
624|priority|0|["pass_priority"]|-|["Pass priority"]
626|priority|1|["pass_priority"]|-|["Pass priority"]
628|priority|0|["pass_priority"]|-|["Pass priority"]
630|priority|1|["pass_priority"]|-|["Pass priority"]
632|declare_attacker|0|["declare_attacker"]|-|["Brimaz, King of Oreskos attacks Full Game Seat 2"]
634|priority|0|["pass_priority"]|-|["Pass priority"]
636|priority|1|["pass_priority"]|-|["Pass priority"]
638|priority|0|["pass_priority"]|-|["Pass priority"]
640|priority|1|["pass_priority"]|-|["Pass priority"]
642|priority|0|["pass_priority"]|-|["Pass priority"]
644|priority|1|["pass_priority"]|-|["Pass priority"]
646|priority|0|["pass_priority"]|-|["Pass priority"]
648|priority|1|["pass_priority"]|-|["Pass priority"]
650|priority|0|["pass_priority"]|-|["Pass priority"]
652|priority|1|["pass_priority"]|-|["Pass priority"]
654|priority|0|["pass_priority"]|-|["Pass priority"]
656|priority|1|["pass_priority"]|-|["Pass priority"]
658|priority|0|["pass_priority"]|-|["Pass priority"]
660|priority|1|["pass_priority"]|-|["Pass priority"]
662|priority|1|["pass_priority"]|-|["Pass priority"]
664|priority|0|["pass_priority"]|-|["Pass priority"]
666|priority|1|["pass_priority"]|-|["Pass priority"]
668|priority|0|["pass_priority"]|-|["Pass priority"]
670|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
672|priority|1|["activated_ability"]|-|["Angel of Serenity — Cast Angel of Serenity"]
674|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
676|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
678|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
680|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
682|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
684|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
686|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
688|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
690|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
692|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
694|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
696|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
698|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
700|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
702|priority|1|["pass_priority"]|-|["Pass priority"]
704|priority|0|["pass_priority"]|-|["Pass priority"]
706|target|1|["target"]|-|["Brimaz, King of Oreskos"]
708|target|1|["target"]|-|["Captain of the Watch"]
710|target|1|["target"]|-|["Cat Soldier Token"]
712|priority|1|["pass_priority"]|-|["Pass priority"]
714|priority|0|["pass_priority"]|-|["Pass priority"]
716|choose_use|1|["boolean"]|-|["No"]
718|priority|1|["pass_priority"]|-|["Pass priority"]
720|priority|0|["pass_priority"]|-|["Pass priority"]
722|priority|1|["pass_priority"]|-|["Pass priority"]
724|priority|0|["pass_priority"]|-|["Pass priority"]
726|priority|1|["pass_priority"]|-|["Pass priority"]
728|priority|0|["pass_priority"]|-|["Pass priority"]
730|priority|1|["pass_priority"]|-|["Pass priority"]
732|priority|0|["pass_priority"]|-|["Pass priority"]
734|priority|1|["pass_priority"]|-|["Pass priority"]
736|priority|0|["pass_priority"]|-|["Pass priority"]
738|priority|1|["pass_priority"]|-|["Pass priority"]
740|priority|0|["pass_priority"]|-|["Pass priority"]
742|priority|0|["pass_priority"]|-|["Pass priority"]
744|priority|1|["pass_priority"]|-|["Pass priority"]
746|priority|0|["pass_priority"]|-|["Pass priority"]
748|priority|1|["pass_priority"]|-|["Pass priority"]
750|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
752|priority|0|["activated_ability"]|-|["Elesh Norn, Grand Cenobite — Cast Elesh Norn, Grand Cenobite"]
754|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
756|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
758|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
760|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
762|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
764|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
766|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
768|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
770|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
772|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
774|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
776|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
778|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
780|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
782|priority|0|["pass_priority"]|-|["Pass priority"]
784|priority|1|["pass_priority"]|-|["Pass priority"]
786|priority|0|["pass_priority"]|-|["Pass priority"]
788|priority|1|["pass_priority"]|-|["Pass priority"]
790|priority|0|["pass_priority"]|-|["Pass priority"]
792|priority|1|["pass_priority"]|-|["Pass priority"]
794|declare_attacker|0|["declare_attacker"]|-|["Brimaz, King of Oreskos attacks Full Game Seat 2"]
796|declare_attacker|0|["declare_attacker"]|-|["Captain of the Watch attacks Full Game Seat 2"]
798|declare_attacker|0|["declare_attacker"]|-|["Cat Soldier Token attacks Full Game Seat 2"]
800|declare_attacker|0|["declare_attacker"]|-|["Soldier Token attacks Full Game Seat 2"]
802|declare_attacker|0|["declare_attacker"]|-|["Soldier Token attacks Full Game Seat 2"]
804|declare_attacker|0|["declare_attacker"]|-|["Soldier Token attacks Full Game Seat 2"]
806|priority|0|["pass_priority"]|-|["Pass priority"]
808|priority|1|["pass_priority"]|-|["Pass priority"]
810|priority|0|["pass_priority"]|-|["Pass priority"]
812|priority|1|["pass_priority"]|-|["Pass priority"]
814|declare_blocker|1|["declare_blocker"]|-|["Angel of Serenity blocks Brimaz, King of Oreskos"]
816|priority|0|["pass_priority"]|-|["Pass priority"]
818|priority|1|["pass_priority"]|-|["Pass priority"]
820|priority|0|["pass_priority"]|-|["Pass priority"]
822|priority|1|["pass_priority"]|-|["Pass priority"]
824|priority|0|["pass_priority"]|-|["Pass priority"]
826|priority|1|["pass_priority"]|-|["Pass priority"]
828|priority|0|["pass_priority"]|-|["Pass priority"]
830|priority|1|["pass_priority"]|-|["Pass priority"]
832|priority|0|["pass_priority"]|-|["Pass priority"]
834|priority|1|["pass_priority"]|-|["Pass priority"]
836|priority|0|["pass_priority"]|-|["Pass priority"]
838|priority|1|["pass_priority"]|-|["Pass priority"]
840|priority|1|["pass_priority"]|-|["Pass priority"]
842|priority|0|["pass_priority"]|-|["Pass priority"]
844|priority|1|["pass_priority"]|-|["Pass priority"]
846|priority|0|["pass_priority"]|-|["Pass priority"]
848|priority|1|["activated_ability"]|-|["Plains — Play Plains"]
850|priority|1|["activated_ability"]|-|["Avacyn, Angel of Hope — Cast Avacyn, Angel of Hope"]
852|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
854|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
856|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
858|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
860|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
862|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
864|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
866|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
868|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
870|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
872|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
874|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
876|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
878|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
880|mana_payment|1|["mana_ability"]|-|["Plains — {T}: Add {W}."]
882|mana_payment|1|["mana_pool"]|-|["Spend white mana from pool"]
884|priority|1|["pass_priority"]|-|["Pass priority"]
886|priority|0|["pass_priority"]|-|["Pass priority"]
888|priority|1|["pass_priority"]|-|["Pass priority"]
890|priority|0|["pass_priority"]|-|["Pass priority"]
892|priority|1|["pass_priority"]|-|["Pass priority"]
894|priority|0|["pass_priority"]|-|["Pass priority"]
896|priority|1|["pass_priority"]|-|["Pass priority"]
898|priority|0|["pass_priority"]|-|["Pass priority"]
900|priority|1|["pass_priority"]|-|["Pass priority"]
902|priority|0|["pass_priority"]|-|["Pass priority"]
904|priority|1|["pass_priority"]|-|["Pass priority"]
906|priority|0|["pass_priority"]|-|["Pass priority"]
908|priority|1|["pass_priority"]|-|["Pass priority"]
910|priority|0|["pass_priority"]|-|["Pass priority"]
912|priority|0|["pass_priority"]|-|["Pass priority"]
914|priority|1|["pass_priority"]|-|["Pass priority"]
916|priority|0|["pass_priority"]|-|["Pass priority"]
918|priority|1|["pass_priority"]|-|["Pass priority"]
920|priority|0|["activated_ability"]|-|["Plains — Play Plains"]
922|priority|0|["activated_ability"]|-|["Banisher Priest — Cast Banisher Priest"]
924|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
926|mana_payment|0|["mana_pool"]|-|["Spend white mana from pool"]
928|mana_payment|0|["mana_ability"]|-|["Plains — {T}: Add {W}."]
